iter	Logloss
611	0.4717327016
612	0.4715043621
613	0.471275333
614	0.4710741646
615	0.4708710206
616	0.4705953529
617	0.4703843029
618	0.4701928364
619	0.4700923389
620	0.4698207093
621	0.4697111032
622	0.4695338766
623	0.469316613
624	0.4690993924
625	0.4688998416
626	0.468610372
627	0.4684742845
628	0.4683265661
629	0.4681173796
630	0.4679608644
631	0.4677410238
632	0.4675832875
633	0.4673794919
634	0.4671732306
635	0.4669143489
636	0.466769486
637	0.4665767881
638	0.4663154272
639	0.4661275217
640	0.4659230793
641	0.4657463278
642	0.4655717506
643	0.4654319497
644	0.4653144405
645	0.465059475
646	0.464870417
647	0.4646727115
648	0.4644833717
649	0.4643327003
650	0.464172407
651	0.464004194
652	0.4637997195
653	0.4636901655
654	0.4635021781
655	0.4633271757
656	0.4632344426
657	0.4631198863
658	0.4629141494
659	0.4627037453
660	0.4624645822
661	0.4622994434
662	0.4621263044
663	0.4619192054
664	0.4617022136
665	0.4615090144
666	0.4613236601
667	0.4611336586
668	0.4609427796
669	0.46074018
670	0.4604936101
671	0.4602981171
672	0.4600709871
673	0.4599544678
674	0.45968566
675	0.4595381396
676	0.4593258128
677	0.4590962669
678	0.458958082
679	0.4587964987
680	0.4586514016
681	0.4584219668
682	0.4581729589
683	0.4580803424
684	0.4578478356
685	0.4576720532
686	0.4575291201
687	0.4573596955
688	0.4571430548
689	0.4569237017
690	0.4567025557
691	0.4564696839
692	0.4562790969
693	0.4561123566
694	0.4558083139
695	0.4556177643
696	0.4554067979
697	0.4552541821
698	0.4550651631
699	0.4548612729
700	0.454652297
701	0.454459535
702	0.4542222046
703	0.4539856984
704	0.4539114457
705	0.4537235422
706	0.4535883607
707	0.4533821348
708	0.4531981754
709	0.4531078266
710	0.4529296371
711	0.4526981647
712	0.4525701054
713	0.4523865099
714	0.4522444254
715	0.4521637677
716	0.451978557
717	0.4518517101
718	0.4517505124
719	0.4515451918
720	0.4514007934
721	0.4511872909
722	0.4509964804
723	0.4507986125
724	0.4506620865
725	0.4505012096
726	0.450367436
727	0.4503040237
728	0.4500860764
729	0.4499747181
730	0.4498796263
731	0.449633237
732	0.4493973187
733	0.4491968644
734	0.4490213761
735	0.4488650069
736	0.4487135209
737	0.4485565467
738	0.4483623367
739	0.4481183268
740	0.4478937891
741	0.4477284392
742	0.4474806116
743	0.4473334888
744	0.4471737141
745	0.4469977811
746	0.4467817919
747	0.4466500367
748	0.4465436872
749	0.4464577027
750	0.446253002
751	0.4461690857
752	0.4460701264
753	0.4459105446
754	0.4457579252
755	0.4456827233
756	0.4455098436
757	0.4453950052
758	0.4451817523
759	0.4451161426
760	0.4449132469
761	0.4447145895
762	0.4446396612
763	0.4444574142
764	0.4443951986
765	0.4442071833
766	0.4440033301
767	0.4437726336
768	0.4435568208
769	0.4434163814
770	0.4432696599
771	0.4430700756
772	0.4429425761
773	0.4427779473
774	0.4427006902
775	0.442535127
776	0.4424779061
777	0.442323497
778	0.4421474451
779	0.4418703303
780	0.4416614269
781	0.4414594437
782	0.4412947796
783	0.4412287702
784	0.4409562534
785	0.4407922907
786	0.4406111601
787	0.4404645039
788	0.4402821863
789	0.4400924356
790	0.4399044942
791	0.439731423
792	0.4395475857
793	0.439513208
794	0.4394077948
795	0.4392698381
796	0.4390524462
797	0.4388817418
798	0.4387064916
799	0.4384878524
800	0.4384172471
801	0.4382195707
802	0.4381226126
803	0.4380450691
804	0.4379389218
805	0.4377752347
806	0.4377153635
807	0.4375284163
808	0.4373408557
809	0.4371186171
810	0.4369219789
811	0.4367651065
812	0.4365692681
813	0.4365159
814	0.4364541921
815	0.436378153
816	0.4361721326
817	0.4360496202
818	0.4359554773
819	0.4358688645
820	0.4356483148
821	0.4354942296
822	0.4353179124
823	0.4352600935
824	0.4350900803
825	0.4349333761
826	0.4348644145
827	0.4347189353
828	0.4345807891
829	0.4344146254
830	0.4342392207
831	0.4340359152
832	0.4339051052
833	0.4337351474
834	0.4335299345
835	0.4332844809
836	0.4330628898
837	0.4328844917
838	0.4327195876
839	0.4325442883
840	0.4324242083
841	0.4322804768
842	0.4322011567
843	0.4320540826
844	0.4318535274
845	0.4316755745
846	0.4314867184
847	0.4312201831
848	0.4311144572
849	0.4310367182
850	0.4308867932
851	0.4308310186
852	0.4306315552
853	0.4304338241
854	0.4302621465
855	0.4300947203
856	0.4299721523
857	0.4298972208
858	0.4297305145
859	0.4295398014
860	0.4293781079
861	0.4292051756
862	0.4291181419
863	0.4288997371
864	0.4287464886
865	0.4285565858
866	0.4283554337
867	0.4282636377
868	0.4282185196
869	0.4280352356
870	0.4279074385
871	0.4278418091
872	0.427703475
873	0.4275043175
874	0.427447129
875	0.427316934
876	0.4272166719
877	0.42706323
878	0.426909652
879	0.4268542304
880	0.4266960656
881	0.4265217778
882	0.426377299
883	0.4261966619
884	0.426033129
885	0.425878312
886	0.4257020853
887	0.4255543351
888	0.4253626976
889	0.4252948192
890	0.4251072998
891	0.4249553879
892	0.4248830606
893	0.4247064033
894	0.4245423305
895	0.4243916237
896	0.4242258336
897	0.4240474815
898	0.4238256854
899	0.4237400536
900	0.4235687128
901	0.4234951875
902	0.4233632499
903	0.4231408927
904	0.4230186492
905	0.4228325872
906	0.4227172686
907	0.4225308347
908	0.4223269357
909	0.4221674724
910	0.4219996448
911	0.4218450094
912	0.4217944168
913	0.4216397513
914	0.4215324173
915	0.4213666658
916	0.4212012645
917	0.4210603078
918	0.420989604
919	0.4207825995
920	0.4206593531
921	0.4204803902
922	0.4204210821
923	0.4202648038
924	0.4200993965
925	0.4200265904
926	0.4198694991
927	0.4197662815
928	0.419561523
929	0.4194361313
930	0.4192771273
931	0.4191519252
932	0.4190351674
933	0.418889927
934	0.4187641451
935	0.4187070028
936	0.4186376471
937	0.418469555
938	0.4182925483
939	0.4182267274
940	0.4180799936
941	0.4178847708
942	0.4177305425
943	0.4175436969
944	0.4173628492
945	0.4171920469
946	0.4170695087
947	0.4169018657
948	0.4167198476
949	0.4166545461
950	0.4165790928
951	0.416451484
952	0.4162782506
953	0.4160959827
954	0.4159716693
955	0.4158456065
956	0.4157042725
957	0.4155465163
958	0.4153553819
959	0.4152004761
960	0.4150533295
961	0.4149916235
962	0.4148793583
963	0.414806467
964	0.4146552147
965	0.4146024455
966	0.4144806822
967	0.4143634652
968	0.414184529
969	0.414129056
970	0.4139592932
971	0.4139170172
972	0.4137920906
973	0.4136787514
974	0.4135159024
975	0.4133640347
976	0.4131989955
977	0.4130391616
978	0.41279314
979	0.4127348251
980	0.4126470182
981	0.4125770729
982	0.412430569
983	0.4123546415
984	0.4122187611
985	0.4120790825
986	0.411917694
987	0.4118549801
988	0.4116905052
989	0.4115696171
990	0.4115041081
991	0.4113056672
992	0.4111623108
993	0.410998962
994	0.4108150324
995	0.4107149789
996	0.4106641221
997	0.4104793178
998	0.410335562
999	0.4101461577
